Bill Date,Due Date,Bill ID,Accounts Payable,Vendor Name,Entity Discount Percent,Payment Terms,Payment Terms Label,Bill Number,PurchaseOrder,Currency Code,Exchange Rate,SubTotal,Total,Balance,TotalRetentionAmountFCY,TotalRetentionAmountBCY,TCS Amount,Vendor Notes,Terms & Conditions,Adjustment,Adjustment Description,Adjustment Account,Branch ID,Branch Name,Is Inclusive Tax,Submitted By,Approved By,Submitted Date,Approved Date,Bill Status,Created By,Product ID,MRP,Is Tax Calculated on Label Price,Item Name,Account,Account Code,Description,Quantity,Usage unit,Tax Amount,Item Total,Is Billable,Reference Invoice Type,Source of Supply,Destination of Supply,GST Treatment,GST Identification Number (GSTIN),TDS Calculation Type,TDS TaxID,TDS Name,TDS Percentage,TDS Section Code,TDS Section,TDS Amount,TCS Tax Name,TCS Percentage,Nature Of Collection,SKU,UPC,MPN,EAN,ISBN,Warehouse Name,Rate,Discount Type,Is Discount Before Tax,Discount,Discount Amount,HSN/SAC,Purchase Receive Number,Purchase Order Number,Bill Receive Status,Manually Received Quantity,Tax ID,Tax Name,Tax Percentage,Tax Type,Item TDS Name,Item TDS Percentage,Item TDS Amount,Item TDS Section Code,Item TDS Section,Item Exemption Code,Item Type,Batch ID,Batch Reference#,Manufacturer Batch#,Manufactured Date,Expiry Date,Quantity In,Serial Numbers,Reverse Charge Tax Name,Reverse Charge Tax Rate,Reverse Charge Tax Type,Supply Type,ITC Eligibility,Entity Discount Amount,Discount Account,Discount Account Code,Item Discount Account,Item Discount Account Code,Is Landed Cost,Customer Name,Project Name,CGST Rate %,SGST Rate %,IGST Rate %,CESS Rate %,CGST(FCY),SGST(FCY),IGST(FCY),CESS(FCY),CGST,SGST,IGST,CESS,Loaction,CF.Customs duty 
2019-05-30,2019-05-30,99381000000084641,Accounts Payable,EXCELLENT ENTERPRICES,0.00,0,Due on Receipt,131,,INR,1.00,84519.00,99732.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Furniture and Fittings,,Tables,1.00,,15213.42,84519.00,false,,KL,KL,business_gst,32AIHPA9540J1ZE,item_level,,,0.00,,,0.000,,,,,,,,,,84519.00,entity_level,false,0.00,0.000,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.420,Other Expenses,,,,false,,,9.00,9.00,0.00,0.00,7606.71,7606.71,0.00,0.00,7606.71,7606.71,0.00,0.00,,
2019-06-15,2019-06-15,99381000000084705,Accounts Payable,INDROYAL FURNITURE COMPANY PVT LTD,0.00,0,Due on Receipt,KLM/135/19-20,,INR,1.00,13559.00,16000.00,0.00,0.00,0.00,,,,0.38,Adjustment,Other Expenses,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Furniture and Fittings,,sofa,1.00,,2440.62,13559.00,false,,KL,KL,business_gst,32AAACI5160N1ZL,item_level,,,0.00,,,0.000,,,,,,,,,,13559.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,1220.31,1220.31,0.00,0.00,1220.31,1220.31,0.00,0.00,,
2019-06-16,2019-06-16,99381000000084834,Accounts Payable,LIFESTYLE INTERNATIONAL PVT LTD,0.00,0,Due on Receipt,013751510028798,,INR,1.00,8101.39,9340.80,0.00,0.00,0.00,,,,0.01,Adjustment,Other Expenses,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Renovation Expenses,,Lifestyle,1.00,,877.12,4872.87,false,,KL,KL,business_gst,32AAACL2937J1ZN,item_level,,,0.00,,,0.000,,,,,,,,,,4872.87,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,438.56,438.56,0.00,0.00,438.56,438.56,0.00,0.00,,
2019-06-16,2019-06-16,99381000000084834,Accounts Payable,LIFESTYLE INTERNATIONAL PVT LTD,0.00,0,Due on Receipt,013751510028798,,INR,1.00,8101.39,9340.80,0.00,0.00,0.00,,,,0.01,Adjustment,Other Expenses,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Renovation Expenses,,Lifestyle,1.00,,352.80,2940.00,false,,KL,KL,business_gst,32AAACL2937J1ZN,item_level,,,0.00,,,0.000,,,,,,,,,,2940.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006192,GST12,12.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,6.00,6.00,0.00,0.00,176.40,176.40,0.00,0.00,176.40,176.40,0.00,0.00,,
2019-06-16,2019-06-16,99381000000084834,Accounts Payable,LIFESTYLE INTERNATIONAL PVT LTD,0.00,0,Due on Receipt,013751510028798,,INR,1.00,8101.39,9340.80,0.00,0.00,0.00,,,,0.01,Adjustment,Other Expenses,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Renovation Expenses,,lifestyle,1.00,,0.00,99.00,false,,KL,KL,business_gst,32AAACL2937J1ZN,item_level,,,0.00,,,0.000,,,,,,,,,,99.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006152,GST0,0.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
2019-06-16,2019-06-16,99381000000084834,Accounts Payable,LIFESTYLE INTERNATIONAL PVT LTD,0.00,0,Due on Receipt,013751510028798,,INR,1.00,8101.39,9340.80,0.00,0.00,0.00,,,,0.01,Adjustment,Other Expenses,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Renovation Expenses,,Lifestyle,1.00,,9.48,189.52,false,,KL,KL,business_gst,32AAACL2937J1ZN,item_level,,,0.00,,,0.000,,,,,,,,,,189.52,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006176,GST5,5.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,2.50,2.50,0.00,0.00,4.74,4.74,0.00,0.00,4.74,4.74,0.00,0.00,,
2019-06-05,2019-06-05,99381000000086332,Accounts Payable,RELIANCE RETAIL LIMITED,0.00,0,Due on Receipt,8754120001305062019,,INR,1.00,27624.58,32597.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Computer and equipments,,LAPTOP,1.00,,4972.42,27624.58,false,,KL,KL,business_gst,32AABCR1718E1ZY,item_level,,,0.00,,,0.000,,,,,,,,,,27624.58,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,2486.21,2486.21,0.00,0.00,2486.21,2486.21,0.00,0.00,,
2019-06-05,2019-06-05,99381000000086406,Accounts Payable,RELIANCE RETAIL LIMITED,0.00,0,Due on Receipt,8754128000305062019,,INR,1.00,27624.58,32597.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Computer and equipments,,LAPTOP,1.00,,4972.42,27624.58,false,,KL,KL,business_gst,32AABCR1718E1ZY,item_level,,,0.00,,,0.000,,,,,,,,,,27624.58,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,2486.21,2486.21,0.00,0.00,2486.21,2486.21,0.00,0.00,,
2019-05-22,2019-05-22,99381000000087166,Accounts Payable,Nandilath GMART,0.00,0,Due on Receipt,1352,,INR,1.00,26562.50,34000.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Furniture and Fittings,,AC,1.00,,7437.50,26562.50,false,,KL,KL,business_gst,32ACCPG7719G1ZW,item_level,,,0.00,,,0.000,,,,,,,,,,26562.50,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006224,GST28,28.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,14.00,14.00,0.00,0.00,3718.75,3718.75,0.00,0.00,3718.75,3718.75,0.00,0.00,,
2019-06-04,2019-06-04,99381000000087570,Accounts Payable,Ahammed Sha & Co.,0.00,0,Due on Receipt,43,,INR,1.00,4500.00,5310.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Consultancy Charges,,increasing Capital,1.00,,810.00,4500.00,false,,KL,KL,business_gst,32ALTPA9728P1ZE,item_level,,,0.00,,,0.000,,,,,,,,,,4500.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,405.00,405.00,0.00,0.00,405.00,405.00,0.00,0.00,,
2019-06-20,2019-06-20,99381000000087857,Accounts Payable,Eworld Information System,0.00,0,Due on Receipt,120,website ,INR,1.00,10000.00,11800.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Advertisement expenses,,Web services,1.00,,1800.00,10000.00,false,,KL,KL,business_gst,32BIOPS9016B2Z9,item_level,,,0.00,,,0.000,,,,,,,,,,10000.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,900.00,900.00,0.00,0.00,900.00,900.00,0.00,0.00,,
2019-06-15,2019-06-15,99381000000087894,Accounts Payable,KAMATH ELECTRICLS PVT LTD,0.00,0,Due on Receipt,A 610,,INR,1.00,425.84,477.00,0.00,0.00,0.00,,,,0.06,Adjustment,Other Expenses,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Furniture and Fittings,,INDOOR WALL LIGHT,1.00,,51.10,425.84,false,,KL,KL,business_gst,32AADCK4893K1Z8,item_level,,,0.00,,,0.000,,,,,,,,,,426.25,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006192,GST12,12.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.410,Other Expenses,,,,false,,,6.00,6.00,0.00,0.00,25.55,25.55,0.00,0.00,25.55,25.55,0.00,0.00,,
2019-06-12,2019-06-12,99381000000088024,Accounts Payable,LANA TECHNOLOGIES PVT LTD,0.00,0,Due on Receipt,LTP/19-20/00157,,INR,1.00,6143.00,7249.00,0.00,0.00,0.00,,,,0.26,Adjustment,Other Expenses,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Furniture and Fittings,,FINGERPRINT TIME ATTENDANCE DEVICE,1.00,,1105.74,6143.00,false,,KL,KL,business_gst,32AADCL2836R1Z6,item_level,,,0.00,,,0.000,,,,,,,,,,6143.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,552.87,552.87,0.00,0.00,552.87,552.87,0.00,0.00,,
2019-06-13,2019-06-13,99381000000088050,Accounts Payable,LANA TECHNOLOGIES PVT LTD,100.00,0,Due on Receipt,LTP/19-20/00168,,INR,1.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Miscellaneous Expenses,,Magnetic Lock,1.00,,0.00,0.00,false,,KL,KL,business_gst,32AADCL2836R1Z6,item_level,,,0.00,,,0.000,,,,,,,,,,2489.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.0,Miscellaneous Expenses,,,,false,,,9.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
2019-06-13,2019-06-13,99381000000088118,Accounts Payable,LANA TECHNOLOGIES PVT LTD,0.00,0,Due on Receipt,LTP/19-20/00169,,INR,1.00,1000.00,1180.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Miscellaneous Expenses,,Installation & Configuration,1.00,,180.00,1000.00,false,,KL,KL,business_gst,32AADCL2836R1Z6,item_level,,,0.00,,,0.000,,,,,,,,,,1000.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,90.00,90.00,0.00,0.00,90.00,90.00,0.00,0.00,,
2019-06-25,2019-06-25,99381000000088155,Accounts Payable,Cochin Legacy,0.00,0,Due on Receipt,257,,INR,1.00,1603.57,1796.00,0.00,0.00,0.00,,,,0.01,Adjustment,Other Expenses,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Lodging Expenses,,HOTEL ACCOMODATION,1.00,,192.42,1603.57,false,,KL,KL,business_gst,32AACCL1278Q1Z7,item_level,,,0.00,,,0.000,,,,,,,,,,1603.57,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006192,GST12,12.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,6.00,6.00,0.00,0.00,96.21,96.21,0.00,0.00,96.21,96.21,0.00,0.00,,
2019-06-15,2019-06-15,99381000000088217,Accounts Payable,"Sketch Interiors, Calicut",0.00,0,Due on Receipt,16,,INR,1.00,5889.62,6885.00,0.00,0.00,0.00,,,,0.02,Adjustment,Other Expenses,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Renovation Expenses,,Ceramic Flowers,1.00,,926.00,5144.49,false,,KL,KL,business_gst,32ACGFS8387N1ZC,item_level,,,0.00,,,0.000,,,,,,,,,,5144.49,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,463.00,463.00,0.00,0.00,463.00,463.00,0.00,0.00,,
2019-06-15,2019-06-15,99381000000088217,Accounts Payable,"Sketch Interiors, Calicut",0.00,0,Due on Receipt,16,,INR,1.00,5889.62,6885.00,0.00,0.00,0.00,,,,0.02,Adjustment,Other Expenses,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Renovation Expenses,,Wooden Flower Vase,1.00,,62.68,522.32,false,,KL,KL,business_gst,32ACGFS8387N1ZC,item_level,,,0.00,,,0.000,,,,,,,,,,522.32,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006192,GST12,12.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,6.00,6.00,0.00,0.00,31.34,31.34,0.00,0.00,31.34,31.34,0.00,0.00,,
2019-06-15,2019-06-15,99381000000088217,Accounts Payable,"Sketch Interiors, Calicut",0.00,0,Due on Receipt,16,,INR,1.00,5889.62,6885.00,0.00,0.00,0.00,,,,0.02,Adjustment,Other Expenses,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Renovation Expenses,,Pebbles ,1.00,,6.68,222.81,false,,KL,KL,business_gst,32ACGFS8387N1ZC,item_level,,,0.00,,,0.000,,,,,,,,,,222.81,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000090193,GST 1.5,3.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,1.50,1.50,0.00,0.00,3.34,3.34,0.00,0.00,3.34,3.34,0.00,0.00,,
2019-05-17,2019-05-17,99381000000088245,Accounts Payable,ELECTRONIC CABLE CENTRE,0.00,0,Due on Receipt,ECC/729/19-20,,INR,1.00,1300.00,1534.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Office Expenses,,HDMI Cable,1.00,,234.00,1300.00,false,,KL,KL,business_gst,32AAAFE5450A1Z9,item_level,,,0.00,,,0.000,,,,,,,,,,1300.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,117.00,117.00,0.00,0.00,117.00,117.00,0.00,0.00,,
2019-06-10,2019-06-10,99381000000088284,Accounts Payable,PAMBA ELECTRICALS,0.00,0,Due on Receipt,292,,INR,1.00,4742.00,5596.00,0.00,0.00,0.00,,,,0.44,Adjustment,Other Expenses,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Furniture and Fittings,,ELECTRICAL ITEM,1.00,,853.56,4742.00,false,,KL,KL,business_gst,32AOPPS9275J1Z4,item_level,,,0.00,,,0.000,,,,,,,,,,4742.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,426.78,426.78,0.00,0.00,426.78,426.78,0.00,0.00,,
2019-06-11,2019-06-11,99381000000088310,Accounts Payable,Meezan electronic scales Pvt Ltd,0.00,0,Due on Receipt,178,,INR,1.00,5000.00,5900.00,0.00,0.00,0.00,,,,0.00,Adjustment,,99381000000098082,Cochin,false,,,,,Paid,Shalima,,,FALSE,,Furniture and Fittings,,F2 WEIGHTS (1 MG TO 500G),1.00,,900.00,5000.00,false,,KL,KL,business_gst,32AAECM1277C1ZY,item_level,,,0.00,,,0.000,,,,,,,,,,5000.00,entity_level,true,0.00,0.0,,,,Not Received,0.00,99381000000006208,GST18,18.00,Tax Group,,,0.000,,,,service,,,,,,,,,,,,eligible,0.000,,,,,false,,,9.00,9.00,0.00,0.00,450.00,450.00,0.00,0.00,450.00,450.00,0.00,0.00,,
