Credit Note Date,Issued Date,Product ID,Issued Date,CreditNotes ID,Credit Note Number,Credit Note Status,Accounts Receivable,Customer Name,Billing Attention,Billing Address,Billing Street 2,Billing City,Billing State,Billing Country,Billing Code,Billing Phone,Billing Fax,Shipping Attention,Shipping Address,Shipping Street 2,Shipping City,Shipping State,Shipping Country,Shipping Phone,Shipping Code,Shipping Fax,Is Export Without LUT/Bond,Tax Collected From Customer,Customer ID,Currency Code,Exchange Rate,Is Inclusive Tax,Total,Balance,Entity Discount Percent,Notes,Terms & Conditions,Reference#,Shipping Charge,Shipping Charge Tax ID,Shipping Charge Tax Amount,Shipping Charge Tax Name,Shipping Charge Tax %,Shipping Charge Tax Type,Shipping Charge Tax Exemption Code,Shipping Charge SAC Code,Shipping Charge Account,Adjustment,Adjustment Account,Branch ID,e-Invoice Status,e-Invoice Reference Number,TCS Amount,Associated Invoice Number,Associated Invoice Date,TDS Amount,TDS Name,TDS Section Code,TDS Section,TDS Percentage,E-WayBill Number,E-WayBill Generated Time,E-WayBill Status,E-WayBill Cancelled Time,E-WayBill Expired Time,Transporter Name,Transporter ID,Dispatch Attention,Dispatch Address,Dispatch Street2,Dispatch City,Dispatch State,Dispatch Country,Dispatch Code,Dispatch Phone,Is Discount Before Tax,Item Name,Is Tax Calculated on Label Price,Discount,Discount Amount,Quantity,Item Desc,Item Tax Amount,Item Total,Applied Invoice Number,Branch Name,CGST Rate %,SGST Rate %,IGST Rate %,CESS Rate %,CGST(FCY),SGST(FCY),IGST(FCY),CESS(FCY),CGST,SGST,IGST,CESS,Reason,Project ID,Project Name,e-Invoice QRJson,e-Invoice QR Raw Data,e-Invoice Ack Number,e-Invoice Ack Date,e-Invoice Cancel Remark,e-Invoice Cancel Reason,e-Invoice Failure Reason,Supplier Org Name,Supplier GST Registration Number,Supplier Street Address,Supplier City,Supplier State,Supplier Country,Supplier ZipCode,Supplier Phone,Supplier E-Mail,Supply Type,Tax1 ID,Item Tax,Item Tax %,Item Tax Type,Reverse Charge Tax Name,Reverse Charge Tax Rate,Reverse Charge Tax Type,Item TDS Name,Item TDS Percentage,Item TDS Amount,Item TDS Section Code,Item TDS Section,Place of Supply(With State Code),GST Treatment,GST Identification Number (GSTIN),TCS Tax Name,TCS Percentage,Nature Of Collection,Sales person,Discount Type,Place of Supply,SubTotal,Round Off,Adjustment Description,Reference Invoice Type,Item Type,Template Name,Usage unit,Item Price,HSN/SAC,Account,Account Code,SKU,UPC,MPN,EAN,ISBN,Batch ID,Batch Reference#,Manufacturer Batch#,Manufactured Date,Expiry Date,MRP,Quantity In,Serial Numbers,Loaction,Item Tax Exemption Reason,Entity Discount Amount,Warehouse Name,Kit Combo Item Name,Item.CF.No of pcs in Master carton
2021-04-17,,99381000000326175,,99381000002857272,CN-00058,Closed,Accounts Receivable,ASK AUTOMATION SYSTEM,,XXI/1297 ANUGRAHA COMPLEX,MARKET,CHALAKUDY,KERALA,India,680307,,,Iringalakkuda,Iringalakkuda,Ph: 7012122099,,Kerala,India,7012122099,,,NO,NO,99381000000271001,INR,1.00,false,48734.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YS2423,2021-03-25,0.000,,,,0.00,,,,,,,,,,,,,,,,true,Platform Weighing Scale 500kgx50g MS,FALSE,0.00,0.0,2.00,"Make : YESWEIGH Model:YSP-5
Max:500 kg e: 50gm Min:1kg Class III
Serial No: YUC6649-YUC6650",1764.00,9800.00,"YES/21-22/0085,YES/21-22/0086",Cochin,9.00,9.00,0.00,0.00,882.00,882.00,0.00,0.00,882.00,882.00,0.00,0.00,Sales Return,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,,,0.000,,,32-Kerala,business_gst,32BKMPS9970C1ZR,,,,,entity_level,KL,41300.00,0.00,Adjustment,,goods,Spreadsheet Template,nos,4900.00,84231000,Sales,,PF60MS,,,,,,,,,,,,,,,0.000,Cochin,,
2021-04-16,,99381000001247038,,99381000002864627,CN-00059,Closed,Accounts Receivable,CENTRAL TRADERS,,"Court Road
Tirur",,Malappuram,Kerala,India,676101,9605841000,,,"Court Road
Tirur",,Malappuram,Kerala,India,9605841000,676101,,NO,NO,99381000001392083,INR,1.00,false,49383.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YS2448,2021-03-29,0.000,,,,0.00,,,,,,,,,,,,,,,,true,ATM JUNIOR YS669,FALSE,0.00,0.0,27.00,"Make : YESWEIGH Model : YSP-20
Max : 20kg e:2g Min:40g
Class : III",7533.00,41850.00,YES/21-22/0080,Cochin,9.00,9.00,0.00,0.00,3766.50,3766.50,0.00,0.00,3766.50,3766.50,0.00,0.00,Others,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,,,0.000,,,32-Kerala,business_gst,32AFKPA2174A1Z9,,,,,entity_level,KL,41850.00,0.00,Adjustment,,goods,Spreadsheet Template,nos,1550.00,84231000,Sales,,YS669,,,,,,,,,,,,,,,0.000,Cochin,,
2021-04-17,,99381000001247038,,99381000002864829,CN-00060,Closed,Accounts Receivable,CENTRAL TRADERS,,"Court Road
Tirur",,Malappuram,Kerala,India,676101,9605841000,,,"Court Road
Tirur",,Malappuram,Kerala,India,9605841000,676101,,NO,NO,99381000001392083,INR,1.00,false,45725.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YS2448,2021-03-29,0.000,,,,0.00,,,,,,,,,,,,,,,,true,ATM JUNIOR YS669,FALSE,0.00,0.0,25.00,"Make : YESWEIGH Model : YSP-20
Max : 20kg e:2g Min:40g
Class : III",6975.00,38750.00,YES/21-22/0081,Cochin,9.00,9.00,0.00,0.00,3487.50,3487.50,0.00,0.00,3487.50,3487.50,0.00,0.00,Others,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,,,0.000,,,32-Kerala,business_gst,32AFKPA2174A1Z9,,,,,entity_level,KL,38750.00,0.00,Adjustment,,goods,Spreadsheet Template,nos,1550.00,84231000,Sales,,YS669,,,,,,,,,,,,,,,0.000,Cochin,,
2021-04-19,,99381000001247038,,99381000002864865,CN-00061,Closed,Accounts Receivable,CENTRAL TRADERS,,"Court Road
Tirur",,Malappuram,Kerala,India,676101,9605841000,,,"Court Road
Tirur",,Malappuram,Kerala,India,9605841000,676101,,NO,NO,99381000001392083,INR,1.00,false,40238.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YS2448,2021-03-29,0.000,,,,0.00,,,,,,,,,,,,,,,,true,ATM JUNIOR YS669,FALSE,0.00,0.0,22.00,"Make : YESWEIGH Model : YSP-20
Max : 20kg e:2g Min:40g
Class : III",6138.00,34100.00,YES/21-22/0082,Cochin,9.00,9.00,0.00,0.00,3069.00,3069.00,0.00,0.00,3069.00,3069.00,0.00,0.00,Others,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,,,0.000,,,32-Kerala,business_gst,32AFKPA2174A1Z9,,,,,entity_level,KL,34100.00,0.00,Adjustment,,goods,Spreadsheet Template,nos,1550.00,84231000,Sales,,YS669,,,,,,,,,,,,,,,0.000,Cochin,,
2021-04-20,,99381000001247038,,99381000002864901,CN-00062,Closed,Accounts Receivable,CENTRAL TRADERS,,"Court Road
Tirur",,Malappuram,Kerala,India,676101,9605841000,,,"Court Road
Tirur",,Malappuram,Kerala,India,9605841000,676101,,NO,NO,99381000001392083,INR,1.00,false,47554.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YS2448,2021-03-29,0.000,,,,0.00,,,,,,,,,,,,,,,,true,ATM JUNIOR YS669,FALSE,0.00,0.0,26.00,"Make : YESWEIGH Model : YSP-20
Max : 20kg e:2g Min:40g
Class : III",7254.00,40300.00,YES/21-22/0083,Cochin,9.00,9.00,0.00,0.00,3627.00,3627.00,0.00,0.00,3627.00,3627.00,0.00,0.00,Others,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,,,0.000,,,32-Kerala,business_gst,32AFKPA2174A1Z9,,,,,entity_level,KL,40300.00,0.00,Adjustment,,goods,Spreadsheet Template,nos,1550.00,84231000,Sales,,YS669,,,,,,,,,,,,,,,0.000,Cochin,,
2021-04-16,,99381000000735165,,99381000002865519,CN-00063,Closed,Accounts Receivable,ASK AUTOMATION SYSTEM,,XXI/1297 ANUGRAHA COMPLEX,MARKET,CHALAKUDY,KERALA,India,680307,,,Iringalakkuda,Iringalakkuda,Ph: 7012122099,,Kerala,India,7012122099,,,NO,NO,99381000000271001,INR,1.00,false,47790.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YS2423,2021-03-25,0.000,,,,0.00,,,,,,,,,,,,,,,,true,Label Printing scale Q9,FALSE,0.00,0.0,3.00,Make:YESWEIGH  Model:YS-30   Max:30kg  e:5g  Min:100g  Class:III,7290.00,40500.00,"YES/21-22/0086,YES/21-22/0087",Cochin,9.00,9.00,0.00,0.00,3645.00,3645.00,0.00,0.00,3645.00,3645.00,0.00,0.00,Others,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,,,0.000,,,32-Kerala,business_gst,32BKMPS9970C1ZR,,,,,entity_level,KL,40500.00,0.00,Adjustment,,goods,Spreadsheet Template,nos,13500.00,84231000,Sales,,TMAQ9,,,,,,,,,,,,,,,0.000,Cochin,,
2021-04-20,,99381000000735165,,99381000002865553,CN-00064,Closed,Accounts Receivable,ASK AUTOMATION SYSTEM,,XXI/1297 ANUGRAHA COMPLEX,MARKET,CHALAKUDY,KERALA,India,680307,,,Iringalakkuda,Iringalakkuda,Ph: 7012122099,,Kerala,India,7012122099,,,NO,NO,99381000000271001,INR,1.00,false,31860.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YS2423,2021-03-25,0.000,,,,0.00,,,,,,,,,,,,,,,,true,Label Printing scale Q9,FALSE,0.00,0.0,2.00,"Make:YESWEIGH  Model:YS-30   Max:30kg  e:5g  Min:100g  Class:III
",4860.00,27000.00,YES/21-22/0087,Cochin,9.00,9.00,0.00,0.00,2430.00,2430.00,0.00,0.00,2430.00,2430.00,0.00,0.00,Others,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,,,0.000,,,32-Kerala,business_gst,32BKMPS9970C1ZR,,,,,entity_level,KL,27000.00,0.00,Adjustment,,goods,Spreadsheet Template,nos,13500.00,84231000,Sales,,TMAQ9,,,,,,,,,,,,,,,0.000,Cochin,,
2021-04-15,,99381000000326166,,99381000002865589,CN-00065,Closed,Accounts Receivable,ASK AUTOMATION SYSTEM,,XXI/1297 ANUGRAHA COMPLEX,MARKET,CHALAKUDY,KERALA,India,680307,,,Iringalakkuda,Iringalakkuda,Ph: 7012122099,,Kerala,India,7012122099,,,NO,NO,99381000000271001,INR,1.00,false,25665.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YS2423,2021-03-25,0.000,,,,0.00,,,,,,,,,,,,,,,,true,Platform Weighing Scale 300kg/50g,FALSE,0.00,0.0,5.00,"Make : YESWEIGH Model: YSP-5  
Max: 300 kg e: 50gm Min:1kg Class III
Serial No: YUC6667-YUC6671",3915.00,21750.00,"YES/21-22/0087,YES/21-22/0088",Cochin,9.00,9.00,0.00,0.00,1957.50,1957.50,0.00,0.00,1957.50,1957.50,0.00,0.00,Others,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,,,0.000,,,32-Kerala,business_gst,32BKMPS9970C1ZR,,,,,entity_level,KL,21750.00,0.00,Adjustment,,goods,Spreadsheet Template,nos,4350.00,84231000,Sales,,PF4560,,,,,,,,,,,,,,,0.000,Cochin,,
2021-04-22,,99381000000343199,,99381000002877485,CN-00066,Closed,Accounts Receivable,ROYAL SCALES,,"PMC.19/2207,
Ground Floor, Dhanalakshmi Complex,","Old Bus Stop
Payyannur",Kannur,Kerala,India,670307,9895339647,,,"PMC.19/2207,
Ground Floor, Dhanalakshmi Complex,","Old Bus Stop
Payyannur",Kannur,Kerala,India,9895339647,670307,,NO,NO,99381000002549012,INR,1.00,false,17110.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YS2361,2021-03-16,0.000,,,,0.00,,,,,,,,,,,,,,,,true,ECS Indicator,FALSE,0.00,0.0,1.00,,2610.00,14500.00,YES/21-22/0182,Cochin,9.00,9.00,0.00,0.00,1305.00,1305.00,0.00,0.00,1305.00,1305.00,0.00,0.00,Sales Return,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,,,0.000,,,32-Kerala,business_gst,32AKPPJ6985N1ZA,,,,,entity_level,KL,14500.00,0.00,Adjustment,,goods,Spreadsheet Template,nos,14500.00,84231000,Sales,,ECSIND,,,,,,,,,,,,,,,0.000,Cochin,,
2021-08-18,,99381000000205926,,99381000003815606,CN-00067,Closed,Accounts Receivable,Sumer Chand & Sons,,Saudagar Bazar,,Ambala Cantt,Haryana,India,133001,9812436000,,,2446,Timber Market,Ambala Cantt,Haryana,India,9812736000,133001,,NO,NO,99381000001454106,INR,1.00,false,44840.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YES/21-22/0343,2021-06-21,0.000,,,,0.00,,,,,,,,,,,,,,,,true,Analytical Balance 220g /0.1mg,FALSE,0.00,0.0,2.00,Make : YES WEIGH Model : YSJ 50,6840.00,38000.00,YES/21-22/1358,Cochin,0.00,0.00,18.00,0.00,0.00,0.00,6840.00,0.00,0.00,0.00,6840.00,0.00,Sales Return,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Taxable,99381000000006196,IGST18,18.00,ItemAmount,,,,,,0.000,,,06-Haryana,business_gst,06AFMPJ3877K1ZW,,,,Others,entity_level,HR,38000.00,0.00,Adjustment,Registered,goods,Spreadsheet Template,nos,19000.00,84231000,Sales,,BSM2204,,,,,,,,,,,,,,,0.000,Cochin,,
2021-08-30,,99381000000194004,,99381000003881515,CN-00068,Closed,Accounts Receivable,End To End Weighing Solutions,,"#98/3, Coorgalli Village,
Mysore Taluk",,Mysore,Karnataka,India,571606,9741449393,,,"#98/3, Coorgalli Village,
Mysore Taluk",,Mysore,Karnataka,India,9741449393,571606,,NO,NO,99381000001277135,INR,1.00,false,22892.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YES/21-22/0005,2021-04-01,0.000,,,,0.00,,,,,,,,,,,,,,,,true,Electronic cash register,FALSE,0.00,0.0,2.00,,3492.00,19400.00,YES/21-22/0986,Cochin,0.00,0.00,18.00,0.00,0.00,0.00,3492.00,0.00,0.00,0.00,3492.00,0.00,Sales Return,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Taxable,99381000000006196,IGST18,18.00,ItemAmount,,,,,,0.000,,,29-Karnataka,business_gst,29AJUPN9105E1ZR,,,,Others,entity_level,KA,19400.00,0.00,Adjustment,Registered,goods,Spreadsheet Template,nos,9700.00,84701000,Sales,,ECR,,,,,,,,,,,,,,,0.000,Cochin,,
2021-09-01,,99381000000302452,,99381000003884868,CN-00069,Closed,Accounts Receivable,DIGITAL SCALE,,"NEAR STADIUM
MUKKOM ROAD",AREEKODE MALAPURAM,AREEKODE,kerala,,679329,9745204910,,,"Near Stadium,",Mukkam Road,"Areekode, Malappuram",kerala,,9745204910,673639,,NO,NO,99381000000136578,INR,1.00,false,7552.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YS632,2020-06-01,0.000,,,,0.00,,,,,,,,,,,,,,,,true,CCM  - Value Counting Machine,FALSE,0.00,0.0,1.00,,1152.00,6400.00,YES/21-22/1026,Cochin,9.00,9.00,0.00,0.00,576.00,576.00,0.00,0.00,576.00,576.00,0.00,0.00,Sales Return,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,,,0.000,,,32-Kerala,business_gst,32AOLPN0287R2ZA,,,,,entity_level,KL,6400.00,0.00,Adjustment,Registered,goods,Spreadsheet Template,nos,6400.00,84729090,Sales,,AL66,,,,,,,,,,,,,,,0.000,Cochin,,
2022-04-13,,99381000004091084,,99381000005153543,CN-00070,Closed,Accounts Receivable,METRO ENTERPRISES,,"V.K. Building, Kodathippadi",Mannarkad,Palakkad,Kerala,,678582,9447922223,,,"V.K. Building, Kodathippadi",Mannarkad,Palakkad,Kerala,,9447922223,678582,,NO,NO,99381000000011771,INR,1.00,false,25370.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YES/22-23/0017,2022-04-04,0.000,,,,0.00,,,,,,,,,,,,,,,,true,Sealing Machine,FALSE,0.00,0.0,2.00,,3510.00,19500.00,YES/22-23/0154,Cochin,9.00,9.00,0.00,0.00,1755.00,1755.00,0.00,0.00,1755.00,1755.00,0.00,0.00,Sales Return,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,,,0.000,,,32-Kerala,business_gst,32BMVPM8572R2ZS,,,,Others,entity_level,KL,21500.00,0.00,Adjustment,Registered,goods,Spreadsheet Template,nos,9750.00,84238290,Sales,,FR990,,,,,,,,,,,,,,,0.000,Cochin,,
2022-04-13,,99381000004089854,,99381000005153543,CN-00070,Closed,Accounts Receivable,METRO ENTERPRISES,,"V.K. Building, Kodathippadi",Mannarkad,Palakkad,Kerala,,678582,9447922223,,,"V.K. Building, Kodathippadi",Mannarkad,Palakkad,Kerala,,9447922223,678582,,NO,NO,99381000000011771,INR,1.00,false,25370.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YES/22-23/0017,2022-04-04,0.000,,,,0.00,,,,,,,,,,,,,,,,true,VERTICAL STAND,FALSE,0.00,0.0,1.00,,360.00,2000.00,YES/22-23/0154,Cochin,9.00,9.00,0.00,0.00,180.00,180.00,0.00,0.00,180.00,180.00,0.00,0.00,Sales Return,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,,,0.000,,,32-Kerala,business_gst,32BMVPM8572R2ZS,,,,Others,entity_level,KL,21500.00,0.00,Adjustment,Registered,goods,Spreadsheet Template,nos,2000.00,84239020,Sales,,VSTAND,,,,,,,,,,,,,,,0.000,Cochin,,
2022-07-19,,99381000000306360,,99381000005805826,CN-00071,Closed,Accounts Receivable,ROYAL SCALES,,"PMC.19/2207,
Ground Floor, Dhanalakshmi Complex,","Old Bus Stop
Payyannur",Kannur,Kerala,India,670307,9895339647,,,"PMC.19/2207,
Ground Floor, Dhanalakshmi Complex,","Old Bus Stop
Payyannur",Kannur,Kerala,India,9895339647,670307,,NO,NO,99381000002549012,INR,1.00,false,549.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,Other Charges,99381000003083031,Yet To Be Pushed,,,YES/22-23/0319,2022-05-23,0.000,,,,0.00,,,,,,,,,,,,,,,,true,ECS5W PRINTER MAIN BOARD,FALSE,0.00,0.0,1.00,,83.70,465.00,"YES/22-23/1324,YES/25-26/1916",Head Office,9.00,9.00,0.00,0.00,41.85,41.85,0.00,0.00,41.85,41.85,0.00,0.00,Sales Return,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,"49/470 D1 ,3rd Floor",COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Taxable,99381000000006208,GST18,18.00,Tax Group,,,,,,0.000,,,32-Kerala,business_none,,,,,Others,entity_level,KL,465.00,0.30,Adjustment,,goods,Spreadsheet Template,nos,465.00,84239020,Sales,,ECS807,,,,,,,,,,,,,,,0.000,Head Office,,
2022-03-31,,,,99381000006335503,CN-00072,Closed,Accounts Receivable,GOODWILL ENGINEERS CORPORATION,,14/498,"22nd miles,",Manjeri,Kerala,,676121,9895324056,,,14/498,"22nd miles,",Manjeri,Kerala,,9895324056,676121,,NO,NO,99381000000385047,INR,1.00,false,49342.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YES/21-22/2553,2022-03-31,0.000,,,,0.00,,,,,,,,,,,,,,,,true,,FALSE,0.00,0.0,1.00,Discount allowed,0.00,49342.00,YES/21-22/2553,Cochin,,,,,,,,,,,,,Post Sale Discount,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Out of Scope,,,,,,,,,,0.000,,,32-Kerala,business_gst,32AAKFG1445M1ZD,,,,Others,entity_level,KL,49342.00,0.00,Adjustment,,service,Spreadsheet Template,,49342.00,84238290,Trade Discount,,,,,,,,,,,,,,,,,0.000,,,
2022-03-31,,,,99381000006335637,CN-00073,Closed,Accounts Receivable,ALUVA SCALES INC,,XIII/228B,"SCALE TOWER,Desom -Chowara Road, East Desom",Aluva,Kerala,India,683102,,,,XIII/228B,"SCALE TOWER,Desom -Chowara Road, East Desom",Aluva,Kerala,India,,683102,,NO,NO,99381000000014794,INR,1.00,false,49342.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YES/21-22/2552,2022-03-31,0.000,,,,0.00,,,,,,,,,,,,,,,,true,,FALSE,0.00,0.0,1.00,Discount allowed,0.00,49342.00,YES/21-22/2552,Cochin,,,,,,,,,,,,,Post Sale Discount,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Out of Scope,,,,,,,,,,0.000,,,32-Kerala,business_gst,32AAZFA1454F1ZI,,,,Others,entity_level,KL,49342.00,0.00,Adjustment,,service,Spreadsheet Template,,49342.00,,Trade Discount,,,,,,,,,,,,,,,,,0.000,,,
2022-03-31,,,,99381000006335735,CN-00074,Closed,Accounts Receivable,Modern machines,,Pathirappally P.O.,,Alappuzha,Kerala,India,688521,,,,Pathirappally P.O.,,Alappuzha,Kerala,India,,688521,,NO,NO,99381000000036003,INR,1.00,false,49342.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YES/21-22/2549,2022-03-31,0.000,,,,0.00,,,,,,,,,,,,,,,,true,,FALSE,0.00,0.0,1.00,Discount Allowed,0.00,49342.00,YES/21-22/2549,Cochin,,,,,,,,,,,,,Post Sale Discount,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Out of Scope,,,,,,,,,,0.000,,,32-Kerala,business_gst,32EMRPS6226K1ZF,,,,Others,entity_level,KL,49342.00,0.00,Adjustment,,service,Spreadsheet Template,,49342.00,,Trade Discount,,,,,,,,,,,,,,,,,0.000,,,
2022-03-31,,,,99381000006335905,CN-00075,Closed,Accounts Receivable,TRAVANCORE SCALES SERVICES,,Attakulangara,Bypass Road,Tiruvanntapuram,kerala,India,695036,9995111501,,,Attakulangara,Bypass Road,Tiruvanntapuram,kerala,India,9995111501,695036,,NO,NO,99381000000036062,INR,1.00,false,98684.00,0.00,0.00,,,,0.00,,,,,,,,,0.00,,99381000000098082,Yet To Be Pushed,,,YES/21-22/2543,2022-03-31,0.000,,,,0.00,,,,,,,,,,,,,,,,true,,FALSE,0.00,0.0,1.00,Discount allowed,0.00,98684.00,"YES/21-22/2535,YES/21-22/2543",Cochin,,,,,,,,,,,,,Post Sale Discount,,,,,,,,,,INTERWEIGHING PVT LTD,32AAFCI1950F1ZZ,3PL Warehouse : C/O LOGIWIZ LOGISTICS INDIA PVT LTD,COCHIN,Kerala,India,683503,8803333444,admin@yesweigh.in,Out of Scope,,,,,,,,,,0.000,,,32-Kerala,business_gst,32APBPN7027C2ZD,,,,Others,entity_level,KL,98684.00,0.00,Adjustment,,service,Spreadsheet Template,,98684.00,,Trade Discount,,,,,,,,,,,,,,,,,0.000,,,
