Purchase Order ID,Purchase Order Date,Branch ID,Branch Name,Delivery Date,Purchase Order Number,Reference#,Purchase Order Status,Vendor Name,HSN/SAC,Is Tax Calculated on Label Price,Source of Supply,Destination of Supply,GST Treatment,GST Identification Number (GSTIN),Is Inclusive Tax,Currency Code,Exchange Rate,Template Name,Reference No,Delivery Instructions,Terms & Conditions,Shipment preference,Expected Arrival Date,Account,Account Code,Item Price,Item Name,Product ID,SKU,UPC,MPN,EAN,ISBN,Item Desc,QuantityOrdered,QuantityCancelled,QuantityReceived,QuantityBilled,Usage unit,Warehouse Name,Discount Type,Is Discount Before Tax,Discount,Discount Amount,Tax ID,Item Tax,Item Tax %,Item Tax Amount,Item Tax Type,Item Exemption Code,Item Type,Reverse Charge Tax Name,Reverse Charge Tax Rate,Reverse Charge Tax Type,Item Total,Total,Adjustment,Adjustment Description,Entity Discount Percent,Entity Discount Amount,Discount Account,Discount Account Code,Supply Type,MRP,Loaction,Project ID,Project Name,Payment Terms,Payment Terms Label,Attention,Address,City,State,Country,Code,Phone,Deliver To Customer,Recipient Address,Recipient City,Recipient State,Recipient Country,Recipient Postal Code,Recipient Phone,TDS Name,TDS Section Code,TDS Section,TDS Percentage,TDS Amount,TCS Tax Name,TCS Percentage,TCS Amount,Nature Of Collection,Submitted By,Approved By,Submitted Date,Approved Date,CF.PO Created By/ Resolved By,CF.Payment terms 
99381000000275898,2019-09-21,99381000000098082,Cochin,2019-09-21,PO-00007,,Billed,AXIS ELECTRONICS,84239020,FALSE,UK,KL,business_gst,05AMDPS1287L1ZP,false,INR,1.000000000000,Standard Template,,,,,,Cost of Goods Sold,,878.00,Indicators,99381000000306107,FSIND,,,,,,50.00,0.00,0.00,50.00,nos,Cochin,entity_level,true,0.00,0.0,99381000000006196,IGST18,18.00,7902.00,ItemAmount,,goods,,,,43900.00,66552.00,0.00,Adjustment,0.00,0.000,,,,,,,,,,,,,,,,,,HMT  ROAD,Cochin,Kerala,India,683503,,,,,,0.000,,,,,,,,,,
99381000000275898,2019-09-21,99381000000098082,Cochin,2019-09-21,PO-00007,,Billed,AXIS ELECTRONICS,84239020,FALSE,UK,KL,business_gst,05AMDPS1287L1ZP,false,INR,1.000000000000,Standard Template,,,,,,Cost of Goods Sold,,250.00,TRIPOLE STAND,99381000000306493,TRIPOLESTAND,,,,,,50.00,0.00,0.00,50.00,nos,Cochin,entity_level,true,0.00,0.0,99381000000006196,IGST18,18.00,2250.00,ItemAmount,,goods,,,,12500.00,66552.00,0.00,Adjustment,0.00,0.000,,,,,,,,,,,,,,,,,,HMT  ROAD,Cochin,Kerala,India,683503,,,,,,0.000,,,,,,,,,,
99381000000287680,2019-10-02,99381000000098082,Cochin,,PO-00010,,Billed,SAFAL ENTERPRISE,8423,FALSE,GJ,KL,business_gst,24AFSPP3726R1ZK,false,INR,1.000000000000,Lite,,,,,,Cost of Goods Sold,,835.00,Table Top Scale- Chottu Model,99381000000337254,TT220X170ABS,,,,,,200.00,0.00,0.00,200.00,nos,Cochin,entity_level,true,0.00,0.0,99381000000006196,IGST18,18.00,30060.00,ItemAmount,,goods,,,,167000.00,502385.00,0.00,Adjustment,0.00,0.000,,,,,,,,,,,,,,,,,,HMT  ROAD,Cochin,Kerala,India,683503,,,,,,0.000,,,,,,,,,,
99381000000287680,2019-10-02,99381000000098082,Cochin,,PO-00010,,Billed,SAFAL ENTERPRISE,8423,FALSE,GJ,KL,business_gst,24AFSPP3726R1ZK,false,INR,1.000000000000,Lite,,,,,,Cost of Goods Sold,,890.00,Table Top Scale 220x170 ABS (10/1),99381000000349067,TTSS22,,,,,,150.00,0.00,0.00,150.00,nos,Cochin,entity_level,true,0.00,0.0,99381000000006196,IGST18,18.00,24030.00,ItemAmount,,goods,,,,133500.00,502385.00,0.00,Adjustment,0.00,0.000,,,,,,,,,,,,,,,,,,HMT  ROAD,Cochin,Kerala,India,683503,,,,,,0.000,,,,,,,,,,
99381000000287680,2019-10-02,99381000000098082,Cochin,,PO-00010,,Billed,SAFAL ENTERPRISE,8423,FALSE,GJ,KL,business_gst,24AFSPP3726R1ZK,false,INR,1.000000000000,Lite,,,,,,Cost of Goods Sold,,835.00,Table Top Scale 220x170 ABS(20/2),99381000000349058,CH4VSF,,,,,,150.00,0.00,0.00,150.00,nos,Cochin,entity_level,true,0.00,0.0,99381000000006196,IGST18,18.00,22545.00,ItemAmount,,goods,,,,125250.00,502385.00,0.00,Adjustment,0.00,0.000,,,,,,,,,,,,,,,,,,HMT  ROAD,Cochin,Kerala,India,683503,,,,,,0.000,,,,,,,,,,
99381000000313355,2019-10-16,99381000000098082,Cochin,,PO-00011,,Billed,Meezan electronic scales Pvt Ltd,84239020,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Cost of Goods Sold,,115.00,ATM PRC M/B PCB,99381000000313080,BPC114,,,,,,40.00,0.00,0.00,40.00,nos,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,828.00,Tax Group,,goods,,,,4600.00,11682.00,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000313355,2019-10-16,99381000000098082,Cochin,,PO-00011,,Billed,Meezan electronic scales Pvt Ltd,84239020,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Cost of Goods Sold,,200.00,FRONT DISPLAY PCB (ACS-799-QX-E-V2),99381000000313049,APC206,,,,,,15.00,0.00,0.00,15.00,nos,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,540.00,Tax Group,,goods,,,,3000.00,11682.00,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000313355,2019-10-16,99381000000098082,Cochin,,PO-00011,,Billed,Meezan electronic scales Pvt Ltd,84239020,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Cost of Goods Sold,,115.00,ATM PUSH BUTTON KEY PCB (ACS-189-AJ-V21),99381000000313040,APC202,,,,,,20.00,0.00,0.00,20.00,nos,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,414.00,Tax Group,,goods,,,,2300.00,11682.00,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000326217,2019-10-21,99381000000098082,Cochin,,PO-00012,,Billed,Meezan electronic scales Pvt Ltd,84231000,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Cost of Goods Sold,,1294.97,Price Computing scale,99381000000016031,ATMPC,,,,,,985.00,0.00,0.00,985.00,nos,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,229598.18,Tax Group,,goods,,,,1275545.45,3790349.33,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000326217,2019-10-21,99381000000098082,Cochin,,PO-00012,,Billed,Meezan electronic scales Pvt Ltd,84231000,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Cost of Goods Sold,,1390.00,Price Computing Scale-W,99381000000035371,ATMPCW,,,,,,400.00,0.00,0.00,400.00,nos,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,100080.00,Tax Group,,goods,,,,556000.00,3790349.33,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000326217,2019-10-21,99381000000098082,Cochin,,PO-00012,,Billed,Meezan electronic scales Pvt Ltd,8423,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Cost of Goods Sold,,2421.36,Platform Scale 400x500 SS,99381000000326157,PFPC400X500SS,,,,,,200.00,0.00,0.00,200.00,nos,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,87168.96,Tax Group,,goods,,,,484272.00,3790349.33,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000326217,2019-10-21,99381000000098082,Cochin,,PO-00012,,Billed,Meezan electronic scales Pvt Ltd,8423,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Cost of Goods Sold,,2966.94,Platform Scale 450x600 SS,99381000000326166,PF4560,,,,,,100.00,0.00,0.00,100.00,nos,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,53404.92,Tax Group,,goods,,,,296694.00,3790349.33,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000326217,2019-10-21,99381000000098082,Cochin,,PO-00012,,Billed,Meezan electronic scales Pvt Ltd,8423,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Cost of Goods Sold,,3255.34,Platform Scale 600x600 MS,99381000000326175,PF60MS,,,,,,100.00,0.00,0.00,100.00,nos,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,58596.12,Tax Group,,goods,,,,325534.00,3790349.33,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000326217,2019-10-21,99381000000098082,Cochin,,PO-00012,,Billed,Meezan electronic scales Pvt Ltd,8423,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Cost of Goods Sold,,9171.90,Platform Scale 600x800 MS,99381000000326192,PFPC600X800MS,,,,,,10.00,0.00,0.00,10.00,nos,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,16509.42,Tax Group,,goods,,,,91719.00,3790349.33,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000326217,2019-10-21,99381000000098082,Cochin,,PO-00012,,Billed,Meezan electronic scales Pvt Ltd,84231000,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Cost of Goods Sold,,5219.80,BSM520.3,99381000000205935,BSM2203,,,,,,10.00,0.00,0.00,10.00,nos,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,9395.64,Tax Group,,goods,,,,52198.00,3790349.33,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000326217,2019-10-21,99381000000098082,Cochin,,PO-00012,,Billed,Meezan electronic scales Pvt Ltd,84231000,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Cost of Goods Sold,,13019.80,BSM220.4,99381000000205926,BSM2204,,,,,,10.00,0.00,0.00,10.00,nos,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,23435.64,Tax Group,,goods,,,,130198.00,3790349.33,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000542456,2020-01-17,99381000000098082,Cochin,,PO-00014,,Billed,Meezan electronic scales Pvt Ltd,84239020,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Inventory Asset,,80.00,Metallic Keypad Bench PC,99381000000542107,BPC101,,,,,,40.00,0.00,0.00,40.00,pcs,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,576.00,Tax Group,,goods,,,,3200.00,145942.40,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000542456,2020-01-17,99381000000098082,Cochin,,PO-00014,,Billed,Meezan electronic scales Pvt Ltd,84239020,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Inventory Asset,,96.00,Keypad Board Bench PC,99381000000542116,BPC102,,,,,,50.00,0.00,0.00,50.00,pcs,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,864.00,Tax Group,,goods,,,,4800.00,145942.40,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000542456,2020-01-17,99381000000098082,Cochin,,PO-00014,,Billed,Meezan electronic scales Pvt Ltd,84239020,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Inventory Asset,,16.00,Panel Overlay Sticker Bench PC,99381000000542125,BPC103,,,,,,30.00,0.00,0.00,30.00,pcs,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,86.40,Tax Group,,goods,,,,480.00,145942.40,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000542456,2020-01-17,99381000000098082,Cochin,,PO-00014,,Billed,Meezan electronic scales Pvt Ltd,84239020,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Inventory Asset,,24.00,Protection Duct Cover Bench PC,99381000000542134,BPC104,,,,,,100.00,0.00,0.00,100.00,pcs,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,432.00,Tax Group,,goods,,,,2400.00,145942.40,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000542456,2020-01-17,99381000000098082,Cochin,,PO-00014,,Billed,Meezan electronic scales Pvt Ltd,84239020,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Inventory Asset,,16.00,3 Pin Power Cord Connector Port Bench PC,99381000000542143,BPC105,,,,,,20.00,0.00,0.00,20.00,pcs,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,57.60,Tax Group,,goods,,,,320.00,145942.40,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000542456,2020-01-17,99381000000098082,Cochin,,PO-00014,,Billed,Meezan electronic scales Pvt Ltd,84239020,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Inventory Asset,,8.00,Load Cell Fiber Body (Outer Cover) Bench PC,99381000000542152,BPC106,,,,,,20.00,0.00,0.00,20.00,pcs,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,28.80,Tax Group,,goods,,,,160.00,145942.40,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000542456,2020-01-17,99381000000098082,Cochin,,PO-00014,,Billed,Meezan electronic scales Pvt Ltd,84239020,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Inventory Asset,,64.00,Step Down Transformer (Output: 6.5v AC) Bench PC,99381000000542161,TRF6V,,,,,,100.00,0.00,0.00,100.00,pcs,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,1152.00,Tax Group,,goods,,,,6400.00,145942.40,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
99381000000542456,2020-01-17,99381000000098082,Cochin,,PO-00014,,Billed,Meezan electronic scales Pvt Ltd,84239020,FALSE,KL,KL,business_gst,32AAECM1277C1ZY,false,INR,1.000000000000,Compact 1,,,,,,Inventory Asset,,8.00,Battery To Board (2 Pin connector) Bench PC,99381000000542170,BPC108,,,,,,20.00,0.00,0.00,20.00,pcs,Cochin,entity_level,true,0.00,0.0,99381000000006208,GST18,18.00,28.80,Tax Group,,goods,,,,160.00,145942.40,0.00,Adjustment,0.00,0.000,,,,,,,,,,Yes Weigh ,"Regd office : 49/468A, CITY CENTER 2F VYTTILA ,ERNAKULAM, 682019",COCHIN,Kerala,India,683503,8803333444,,,,,,,,,,,,0.000,,,,,,,,,,
